object,week,total_m,total_rs,avg_re,count,unique_sources,pmi_level,conf_mean,rolling_mean,rolling_std,market_status
Tin & Bauxite,2024-08-26,1.0,0.0,2.5,2,1,3.02,0.5,3.1025,0.12010412149464254,Inertia (Low Data)
Tin & Bauxite,2024-09-09,0.0,0.0,2.0,1,1,3.0,0.6,3.0925000000000002,0.12841988423397108,Inertia (Low Data)
Tin & Bauxite,2024-09-16,8.084429083190875,1.5,0.6666666666666666,3,2,3.13,0.8666666666666667,3.1075,0.12841988423397102,Stable Growth
Tin & Bauxite,2024-09-23,52.12476661928851,0.0,0.25,20,2,4.79,0.95,3.485,0.871875373357148,Market Saturated (Peak)
Tin & Bauxite,2024-09-30,24.3878969831853,0.0,1.4,10,2,3.9,0.72,3.705,0.8252070447267558,Strong Consensus
Tin & Bauxite,2024-10-07,8.928231705849269,0.0,0.75,4,2,3.22,0.85,3.76,0.7678975626127913,Stable Growth
Tin & Bauxite,2024-10-14,0.0,0.0,1.0,1,1,3.0,0.8,3.7275,0.8052898029074166,Inertia (Low Data)
Tin & Bauxite,2024-10-21,0.0,0.0,2.6666666666666665,3,1,3.0,0.5,3.2800000000000002,0.4261455150532506,Stable Growth
Tin & Bauxite,2024-10-28,0.0,0.0,1.3333333333333333,3,1,3.0,0.7333333333333334,3.0549999999999997,0.110000000000003,Stable Growth
Tin & Bauxite,2024-11-04,3.0,0.0,3.0,4,2,3.07,0.5,3.0175,0.035000000000009884,Stable Growth
Tin & Bauxite,2024-11-11,3.536472236621213,0.0,2.0,2,2,3.06,0.6,3.0325,0.037749172176362665,Inertia (Low Data)
Tin & Bauxite,2024-11-18,3.0,3.0,3.7142857142857144,7,2,2.95,0.5,3.0199999999999996,0.05597618541249509,Stable Growth
Tin & Bauxite,2024-12-02,8.81021320034659,0.0,3.6666666666666665,3,2,3.19,0.5,3.0675,0.09810708435174592,Stable Growth
Tin & Bauxite,2024-12-09,4.5,0.0,5.2,5,2,3.13,0.5,3.0825,0.10307764064044418,Stable Growth
Tin & Bauxite,2024-12-16,3.0,0.0,3.0,1,1,3.04,0.5,3.0775,0.10500000000000269,Inertia (Low Data)
Tin & Bauxite,2024-12-23,9.595254706956865,0.0,2.0,3,2,3.21,0.6,3.1424999999999996,0.07632168761237136,Stable Growth
Tin & Bauxite,2024-12-30,0.7,0.0,3.75,4,3,3.02,0.5,3.0999999999999996,0.0875595035770942,Stable Growth
Tin & Bauxite,2025-01-06,5.014903020542265,0.0,0.5,2,2,3.09,0.9,3.09,0.0852447456836326,Inertia (Low Data)
Tin & Bauxite,2025-01-13,3.6931471805599454,0.0,0.0,1,1,3.05,1.0,3.0925,0.08341662504161786,Inertia (Low Data)
Tin & Bauxite,2025-01-20,5.6,0.0,0.0,2,2,3.1,1.0,3.065,0.03696845502137273,Inertia (Low Data)
Tin & Bauxite,2025-01-27,4.435084525289323,0.0,2.0,1,1,3.06,0.6,3.0749999999999997,0.023804761428488346,Inertia (Low Data)
Tin & Bauxite,2025-02-10,4.526056303495049,0.0,2.3333333333333335,3,3,3.1,0.5333333333333332,3.0775,0.026299556396776905,Stable Growth
Tin & Bauxite,2025-02-24,7.871802176901591,1.5,0.3333333333333333,3,2,3.12,0.9333333333333333,3.095,0.025166114784247216,Stable Growth
Tin & Bauxite,2025-03-03,5.286294361119891,0.0,0.0,2,1,3.09,1.0,3.0925000000000002,0.025000000000011492,Inertia (Low Data)
Tin & Bauxite,2025-03-10,0.2,0.0,0.0,1,1,3.0,1.0,3.0775,0.053150729063678695,Inertia (Low Data)
Tin & Bauxite,2025-03-17,5.186051276738095,0.0,0.0,1,1,3.06,1.0,3.0675,0.05123475382980367,Inertia (Low Data)
Tin & Bauxite,2025-03-24,3.587786664902119,0.0,0.0,1,1,3.04,1.0,3.0475,0.03774917217636159,Inertia (Low Data)
Tin & Bauxite,2025-04-14,4.481604540924216,0.0,0.0,1,1,3.06,1.0,3.04,0.02828427124747261,Inertia (Low Data)
Tin & Bauxite,2025-04-21,2.9000000000000004,0.0,0.0,1,1,3.04,1.0,3.05,0.011547005383818722,Inertia (Low Data)
Tin & Bauxite,2025-04-28,13.800078858287517,4.5,0.0,4,3,3.18,1.0,3.08,0.06733003292241846,Stable Growth
Tin & Bauxite,2025-05-05,6.415913778301048,1.5,2.6666666666666665,3,2,3.09,0.5,3.0925000000000002,0.06184658438426993,Stable Growth
Tin & Bauxite,2025-05-19,6.647562508716012,0.0,4.666666666666667,3,2,3.14,0.5,3.1125,0.06075908711186585,Stable Growth
Tin & Bauxite,2025-06-09,12.206374293495088,0.0,0.0,2,1,3.21,1.0,3.1550000000000002,0.05196152422707272,Inertia (Low Data)
Tin & Bauxite,2025-07-07,5.028148247292285,3.0,0.0,1,1,3.01,1.0,3.1125000000000003,0.0842120339777358,Inertia (Low Data)
Tin & Bauxite,2025-07-14,0.0,0.0,0.0,1,1,3.0,1.0,3.09,0.10230672835482187,Inertia (Low Data)
Tin & Bauxite,2025-07-28,4.252762968495368,0.0,0.0,1,1,3.05,1.0,3.0675,0.09742518497117317,Inertia (Low Data)
Tin & Bauxite,2025-08-04,0.5,0.0,4.0,1,1,3.01,0.5,3.0174999999999996,0.022173557826097843,Inertia (Low Data)
Tin & Bauxite,2025-08-11,0.2,0.0,0.0,1,1,3.0,1.0,3.0149999999999997,0.02380476142848956,Inertia (Low Data)
Tin & Bauxite,2025-08-18,3.882321556793955,0.0,2.6666666666666665,3,2,3.08,0.5,3.0349999999999997,0.036968455021373324,Stable Growth
Tin & Bauxite,2025-08-25,5.980618635743943,0.0,0.0,1,1,3.07,1.0,3.04,0.04082482904639406,Inertia (Low Data)
Tin & Bauxite,2025-09-01,4.386294361119891,0.0,0.0,1,1,3.05,1.0,3.05,0.03559026084011316,Inertia (Low Data)
Tin & Bauxite,2025-09-08,1.5,0.0,0.0,3,2,3.03,1.0,3.0575,0.022173557826097506,Stable Growth
Tin & Bauxite,2025-09-15,6.678829118260435,3.0,0.0,1,1,3.03,1.0,3.045,0.01914854215514317,Inertia (Low Data)
Tin & Bauxite,2025-09-22,10.390654376444134,0.0,0.25,4,3,3.26,0.95,3.0925,0.11206396982676436,Stable Growth
Tin & Bauxite,2025-09-29,16.18568193770049,1.5,0.5,8,3,3.48,0.9,3.2,0.21587033144923057,Stable Growth
Tin & Bauxite,2025-10-06,8.970003629245735,0.0,2.0,6,3,3.27,0.6,3.26,0.1838477631085042,Stable Growth
Tin & Bauxite,2025-10-13,22.69673236636083,6.0,0.14285714285714285,7,2,3.45,0.9714285714285714,3.365,0.11618950038622557,Stable Growth
Tin & Bauxite,2025-10-27,15.011083333977133,0.0,0.0,3,2,3.32,1.0,3.38,0.1009950493836243,Stable Growth
Tin & Bauxite,2025-11-03,7.568615917913846,0.0,0.0,2,1,3.13,1.0,3.2925,0.13225606476327423,Inertia (Low Data)
Tin & Bauxite,2025-11-10,20.850977987369316,3.0,0.0,6,3,3.49,1.0,3.3475,0.16214705259938403,Stable Growth
Tin & Bauxite,2025-11-17,9.218793793415168,1.5,0.0,5,2,3.19,1.0,3.2825,0.1594521871910221,Stable Growth
Tin & Bauxite,2025-11-24,15.48012172095698,0.0,0.4,5,3,3.43,0.9199999999999999,3.31,0.17663521732655904,Stable Growth
Tin & Bauxite,2025-12-01,7.871802176901591,0.0,0.0,2,2,3.14,1.0,3.3125,0.1732772345116366,Inertia (Low Data)
Tin & Bauxite,2025-12-08,3.382321556793955,0.0,0.5,2,2,3.06,0.9,3.205,0.15926916420533968,Inertia (Low Data)
Tin & Bauxite,2025-12-15,8.513656063073986,0.0,0.0,2,1,3.15,1.0,3.1950000000000003,0.16176114078068154,Inertia (Low Data)
Tin & Bauxite,2025-12-29,4.7917594692280545,0.0,0.0,1,1,3.06,1.0,3.1025,0.04924428900899022,Inertia (Low Data)
Tin & Bauxite,2026-01-05,14.985043979305058,1.5,0.0,3,1,3.27,1.0,3.135,0.09949874371066647,Stable Growth
Tin & Bauxite,2026-01-12,25.299405191064334,1.5,0.0,7,2,3.73,1.0,3.3024999999999998,0.29769951293208485,Stable Growth
Tin & Bauxite,2026-01-19,13.30298342733343,0.0,0.25,4,3,3.33,0.95,3.3474999999999997,0.28004463929880974,Stable Growth
Tin & Bauxite,2026-01-26,3.336472236621213,0.0,3.5,2,2,3.06,0.5,3.3475,0.28004463929880974,Inertia (Low Data)
Tin & Bauxite,2026-02-02,29.313037907314722,0.0,0.5,10,3,4.04,0.9,3.54,0.43228077295510914,Strong Consensus
